authors;title;publication_year;approach;approach_detail;downscaling _scale;location_name;control_variable;variable_description;variable_extra_description;response variable;response ecosystem;global_limit_ considered;year;boundary_percapita;territorial_boundary;footprint_percapita;territorial_footprint;overshoot;calculation_resolution;data_reference;social-policy involved;Observations
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Jiangsu;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;616.92 kt;;1693.04 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Jilin;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;129.08 kt;;637.80 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Hunan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;238.84 kt;;1042.70 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Hubei;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;237.79 kt;;1523.12 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Heilongjiang;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;154.41 kt;;697.90 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Henan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;343.90 kt;;2384.07 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Hebei;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;303.72 kt;;1091.31 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Hainan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;30.75 kt;;183.14 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Guizhou;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;68.54 kt;;476.10 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Guangxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;142.52 kt;;944.60 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Guangdong;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;685.238 kt;;1586.991 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Gansu;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;61.37 kt;;499.32 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Fujian;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;219.47 kt;;647.61 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Beijing;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;210.18 kt;;503.64 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;province;Anhui;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;184.06 kt;;848.62 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Australia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1217.88 kt;;994.41 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Austria;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;350.08 kt;;185.92 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Belgium;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;435.79 kt;;245.88 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Bulgaria;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;43.66 kt;;150.99 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Brazil;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1890.39 kt;;2849.29 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Canada;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1528.86 kt;;1785.54 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Cyprus;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;23.25 kt;;16.69 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Czech Republic;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;189.30 kt;;214.49 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Germany;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;3098.54 kt;;2116.05 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Denmark;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;278.05 kt;;153.51 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Spain;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1321.14 kt;;999.16 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Estonia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;17.19 kt;;22.42 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Finland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;218.37 kt;;191.48 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;France;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;2403.61 kt;;1880.45 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;United Kingdom;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;2175.58 kt;;1578.57 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Greece;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;266.44 kt;;279.58 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Hungary;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;111.17 kt;;198.65 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Indonesia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;740.34 kt;;2710.11 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;India;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1629.45 kt;;15512.04 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Ireland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;202.10 kt;;188.26 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Italy;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1927.74 kt;;939.37 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Japan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;5447.73 kt;;1591.46 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;South Korea;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;997.85 kt;;575.74 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Lithuania;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;33.64 kt;;87.19 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;GDP-based distribution;country;Luxembourg;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;47.62 kt;;21.12 kt;;;;;consumption-based environmentl footprint
